1, 2, 32
1, 3, 40
1, 4, 5
1, 5, 38
1, 6, 24
1, 7, 74
1, 8, 32
1, 9, 24
1, 10, 4
1, 11, 79
1, 12, 53
1, 13, 27
1, 14, 30
1, 15, 90
2, 1, 88
2, 3, 52
2, 4, 57
2, 5, 80
2, 6, 85
2, 7, 24
2, 8, 69
2, 9, 18
2, 10, 73
2, 11, 78
2, 12, 86
2, 13, 82
2, 14, 48
2, 15, 57
3, 1, 21
3, 2, 47
3, 4, 26
3, 5, 48
3, 6, 74
3, 7, 14
3, 8, 2
3, 9, 99
3, 10, 1
3, 11, 57
3, 12, 58
3, 13, 37
3, 14, 47
3, 15, 53
4, 1, 31
4, 2, 95
4, 3, 9
4, 5, 46
4, 6, 14
4, 7, 56
4, 8, 89
4, 9, 96
4, 10, 70
4, 11, 73
4, 12, 71
4, 13, 49
4, 14, 3
4, 15, 61
5, 1, 52
5, 2, 5
5, 3, 90
5, 4, 60
5, 6, 18
5, 7, 45
5, 8, 58
5, 9, 20
5, 10, 49
5, 11, 92
5, 12, 70
5, 13, 2
5, 14, 91
5, 15, 52
6, 1, 58
6, 2, 83
6, 3, 43
6, 4, 23
6, 5, 18
6, 7, 87
6, 8, 4
6, 9, 3
6, 10, 62
6, 11, 83
6, 12, 15
6, 13, 93
6, 14, 22
6, 15, 27
7, 1, 98
7, 2, 76
7, 3, 91
7, 4, 26
7, 5, 99
7, 6, 3
7, 8, 9
7, 9, 32
7, 10, 97
7, 11, 30
7, 12, 14
7, 13, 58
7, 14, 37
7, 15, 1
8, 1, 38
8, 2, 26
8, 3, 54
8, 4, 91
8, 5, 35
8, 6, 80
8, 7, 21
8, 9, 21
8, 10, 90
8, 11, 9
8, 12, 10
8, 13, 22
8, 14, 58
8, 15, 79
9, 1, 10
9, 2, 37
9, 3, 17
9, 4, 2
9, 5, 76
9, 6, 21
9, 7, 34
9, 8, 81
9, 10, 6
9, 11, 53
9, 12, 56
9, 13, 94
9, 14, 10
9, 15, 47
10, 1, 16
10, 2, 23
10, 3, 15
10, 4, 19
10, 5, 89
10, 6, 58
10, 7, 93
10, 8, 28
10, 9, 30
10, 11, 50
10, 12, 89
10, 13, 28
10, 14, 7
10, 15, 88
11, 1, 61
11, 2, 26
11, 3, 37
11, 4, 36
11, 5, 17
11, 6, 40
11, 7, 56
11, 8, 2
11, 9, 78
11, 10, 59
11, 12, 39
11, 13, 59
11, 14, 81
11, 15, 18
12, 1, 45
12, 2, 34
12, 3, 29
12, 4, 80
12, 5, 5
12, 6, 25
12, 7, 34
12, 8, 78
12, 9, 86
12, 10, 36
12, 11, 8
12, 13, 3
12, 14, 92
12, 15, 83
13, 1, 42
13, 2, 17
13, 3, 15
13, 4, 62
13, 5, 65
13, 6, 19
13, 7, 80
13, 8, 71
13, 9, 2
13, 10, 67
13, 11, 93
13, 12, 12
13, 14, 32
13, 15, 92
14, 1, 17
14, 2, 66
14, 3, 53
14, 4, 95
14, 5, 79
14, 6, 87
14, 7, 13
14, 8, 53
14, 9, 70
14, 10, 61
14, 11, 45
14, 12, 20
14, 13, 74
14, 15, 24
15, 1, 55
15, 2, 74
15, 3, 54
15, 4, 57
15, 5, 36
15, 6, 76
15, 7, 39
15, 8, 33
15, 9, 12
15, 10, 71
15, 11, 78
15, 12, 89
15, 13, 68
15, 14, 43
