0, 0, 78
0, 1, 23
0, 2, 34
0, 3, 66
0, 4, 30
0, 5, 17
0, 6, 50
0, 7, 81
0, 8, 67
0, 9, 34
0, 10, 13
0, 11, 65
0, 12, 34
0, 13, 31
0, 14, 69
0, 15, 77
0, 16, 84
0, 17, 98
0, 18, 76
0, 19, 12
0, 20, 85
0, 21, 62
0, 22, 57
0, 23, 56
0, 24, 39
0, 25, 51
0, 26, 98
0, 27, 65
0, 28, 34
0, 29, 31
0, 30, 63
0, 31, 62
0, 32, 1
0, 33, 21
0, 34, 25
0, 35, 72
0, 36, 71
0, 37, 96
0, 38, 56
0, 39, 76
0, 40, 45
0, 41, 20
0, 42, 49
0, 43, 21
0, 44, 5
0, 45, 28
0, 46, 8
0, 47, 51
0, 48, 33
0, 49, 92
0, 50, 53
0, 51, 9
0, 52, 46
0, 53, 19
0, 54, 20
0, 55, 99
0, 56, 54
0, 57, 9
0, 58, 49
0, 59, 28
0, 60, 48
0, 61, 25
0, 62, 45
0, 63, 96
0, 64, 10
0, 65, 3
0, 66, 49
0, 67, 65
0, 68, 38
0, 69, 46
0, 70, 14
0, 71, 54
0, 72, 23
0, 73, 68
0, 74, 0
0, 75, 54
0, 76, 19
0, 77, 62
0, 78, 64
0, 79, 26
0, 80, 85
0, 81, 59
0, 82, 34
0, 83, 65
0, 84, 7
0, 85, 1
0, 86, 62
0, 87, 60
0, 88, 10
0, 89, 41
0, 90, 17
0, 91, 81
0, 92, 21
0, 93, 38
0, 94, 62
0, 95, 34
0, 96, 24
0, 97, 48
0, 98, 93
0, 99, 5
1, 0, 9
1, 1, 43
1, 2, 94
1, 3, 19
1, 4, 40
1, 5, 2
1, 6, 6
1, 7, 92
1, 8, 71
1, 9, 61
1, 10, 72
1, 11, 52
1, 12, 8
1, 13, 79
1, 14, 28
1, 15, 80
1, 16, 2
1, 17, 49
1, 18, 96
1, 19, 61
1, 20, 93
1, 21, 75
1, 22, 46
1, 23, 13
1, 24, 71
1, 25, 50
1, 26, 64
1, 27, 57
1, 28, 57
1, 29, 29
1, 30, 87
1, 31, 56
1, 32, 99
1, 33, 49
1, 34, 47
1, 35, 54
1, 36, 70
1, 37, 93
1, 38, 99
1, 39, 96
1, 40, 32
1, 41, 65
1, 42, 5
1, 43, 52
1, 44, 70
1, 45, 84
1, 46, 20
1, 47, 56
1, 48, 61
1, 49, 93
1, 50, 97
1, 51, 31
1, 52, 46
1, 53, 49
1, 54, 8
1, 55, 99
1, 56, 85
1, 57, 56
1, 58, 60
1, 59, 25
1, 60, 87
1, 61, 89
1, 62, 17
1, 63, 57
1, 64, 34
1, 65, 14
1, 66, 41
1, 67, 30
1, 68, 79
1, 69, 99
1, 70, 56
1, 71, 48
1, 72, 80
1, 73, 19
1, 74, 70
1, 75, 4
1, 76, 19
1, 77, 0
1, 78, 47
1, 79, 84
1, 80, 2
1, 81, 87
1, 82, 66
1, 83, 58
1, 84, 10
1, 85, 20
1, 86, 83
1, 87, 93
1, 88, 80
1, 89, 32
1, 90, 70
1, 91, 58
